Id,Date,Product,Quantity,UnitPrice
130,05/02/2024,Soap,3,2200,01
131,04/10/2020,Mouse,34,12974,67
132,07/03/2023,Soap,95,49629,56
133,02/12/2024,Mouse,39,27621,77
134,22/07/2024,Salad,5,6970,29
135,17/07/2021,Pants,49,28189,87
136,05/05/2019,Keyboard,29,7124,60
137,20/03/2018,Ball,79,40465,80
138,05/05/2024,Shoes,86,18245,18
139,12/08/2024,Cheese,37,8546,42
140,29/04/2018,Shoes,60,47163,95
141,19/11/2023,Fish,29,10811,31
142,26/10/2024,Fish,61,43922,75
143,04/04/2019,Tuna,59,44184,44
144,10/10/2024,Computer,5,40908,76
145,23/07/2019,Pants,25,26730,87
146,23/12/2020,Shoes,75,36953,37
147,23/07/2023,Cheese,66,20998,17
148,04/09/2021,Soap,54,34406,69
149,24/03/2024,Fish,23,21412,77
150,24/10/2018,Hat,31,39770,00
151,25/07/2023,Shirt,44,677,30
152,27/03/2021,Bike,15,277,02
153,07/05/2019,Fish,81,43800,50
154,26/03/2023,Bacon,100,6819,24
155,09/01/2019,Table,15,33551,94
156,09/11/2020,Cheese,44,39816,10
157,05/08/2020,Chicken,99,19439,68
158,06/06/2019,Ball,100,22883,17
159,21/05/2024,Pants,64,42636,57
160,06/03/2018,Bike,4,48677,57
161,02/02/2018,Bike,38,18876,69
162,06/07/2024,Cheese,44,38744,86
163,27/03/2024,Salad,43,30036,78
164,03/03/2023,Mouse,27,32007,85
165,28/10/2023,Tuna,3,25091,06
166,28/11/2021,Fish,39,23788,08
167,21/03/2021,Keyboard,46,15567,21
168,21/12/2018,Shoes,12,25009,85
169,19/06/2023,Computer,23,20282,27
170,15/09/2023,Pants,56,45358,06
171,17/10/2022,Soap,38,5653,38
172,13/09/2018,Shirt,55,49661,87
173,22/06/2019,Pizza,78,980,67
174,29/01/2024,Sausages,21,3902,15
175,22/02/2019,Towels,92,47860,96
176,26/11/2020,Ball,28,47628,56
177,04/04/2021,Chicken,27,21679,33
178,31/08/2021,Shoes,48,2464,14
179,13/07/2024,Car,35,8925,24
180,19/12/2021,Towels,35,9080,02
181,25/06/2021,Table,78,30239,05
182,10/06/2022,Chicken,96,25899,78
183,10/04/2019,Pizza,44,19169,00
184,02/11/2021,Sausages,36,32517,73
185,06/03/2024,Cheese,21,8562,21
186,04/08/2023,Bike,31,8974,65
187,01/01/2021,Bike,49,40709,13
188,23/06/2022,Table,61,37437,73
189,04/11/2021,Soap,30,48727,40
190,25/03/2021,Towels,7,32390,39
191,25/05/2023,Salad,52,3101,97
192,09/05/2022,Cheese,6,15069,35
193,22/10/2023,Chair,66,42815,51
194,08/08/2024,Chicken,31,43814,18
195,02/05/2022,Table,19,2601,44
196,14/07/2023,Car,9,37314,93
197,13/04/2023,Chips,46,21455,96
198,04/06/2023,Bacon,44,6864,90
199,13/09/2019,Shoes,85,3972,51
200,30/10/2018,Shirt,21,40681,29
201,07/02/2021,Sausages,30,32226,62
202,01/06/2021,Gloves,79,8591,93
203,12/07/2021,Table,99,13453,75
204,10/11/2018,Bike,84,25928,00
205,27/09/2018,Sausages,74,47108,81
206,23/10/2020,Chicken,69,2936,85
207,26/07/2024,Car,99,23433,35
208,05/06/2018,Salad,57,40703,70
209,16/08/2020,Bike,46,39695,62
210,03/02/2023,Shoes,12,43421,16
211,28/05/2024,Sausages,81,4763,72
212,14/04/2019,Chicken,73,14955,25
213,15/08/2024,Shirt,80,44336,71
214,23/01/2018,Chair,69,22700,53
215,16/01/2022,Mouse,59,6613,09
216,25/04/2024,Hat,19,22629,32
217,17/04/2019,Pizza,20,9444,79
218,22/12/2021,Shirt,6,37194,89
219,21/04/2023,Chicken,79,48319,92
220,07/11/2018,Shirt,5,42439,31
221,13/02/2024,Salad,67,26676,99
222,11/06/2022,Keyboard,70,26418,74
223,15/03/2020,Hat,24,11698,36
224,21/05/2021,Chips,59,13138,53
225,16/01/2019,Cheese,12,11936,33
226,07/03/2018,Salad,43,2625,26
227,29/04/2020,Bike,57,7575,56
228,25/07/2021,Car,16,10165,93
229,28/04/2020,Salad,82,19949,66
230,10/06/2020,Towels,71,32799,31
231,08/11/2024,Cheese,98,28928,81
232,24/01/2021,Shirt,34,13765,26
233,17/12/2020,Chips,71,43791,35
234,11/03/2020,Cheese,63,16779,83
235,19/01/2024,Cheese,34,6640,94
236,01/08/2020,Car,52,5615,57
237,03/10/2021,Table,67,12810,55
238,22/03/2022,Keyboard,78,18046,05
239,17/02/2022,Bacon,42,39906,14
240,15/08/2020,Keyboard,53,39623,57
241,13/10/2021,Soap,29,49472,99
242,05/08/2024,Salad,21,22048,60
243,15/02/2020,Bike,36,15346,58
244,14/07/2024,Chips,66,20574,14
245,08/08/2021,Chicken,49,26099,52
246,15/10/2021,Table,72,40441,56
247,20/10/2019,Pizza,28,21250,36
248,14/01/2022,Towels,68,37956,77
249,02/02/2022,Shoes,17,2186,90
250,28/10/2021,Towels,100,16378,78
251,29/05/2024,Chicken,54,11613,81
252,02/12/2021,Chair,42,9452,71
253,07/02/2024,Pizza,18,9738,89
254,22/07/2023,Soap,81,46338,64
255,29/08/2019,Tuna,22,34351,04
256,14/10/2020,Chair,8,22558,34
257,10/07/2021,Towels,2,32497,71
258,22/03/2021,Towels,47,31367,94
259,21/01/2019,Car,87,14177,58
260,20/06/2022,Chips,30,21672,70
261,29/11/2023,Soap,88,47610,44
262,18/01/2018,Fish,87,28754,78
263,19/03/2022,Salad,60,36595,17
264,04/04/2021,Car,62,22524,75
265,11/01/2018,Cheese,35,2927,53
266,24/12/2019,Chips,36,49316,78
267,20/09/2024,Tuna,29,29764,15
268,21/04/2024,Keyboard,41,47182,97
269,21/10/2020,Pants,28,11283,11
270,29/03/2018,Keyboard,6,32070,73
271,08/01/2022,Chicken,37,26380,91
272,08/05/2018,Tuna,32,23851,52
273,23/02/2024,Keyboard,3,10600,12
274,27/03/2021,Pants,5,23435,22
275,09/08/2022,Pants,34,22299,63
276,27/09/2021,Soap,72,27396,86
277,12/01/2021,Pizza,81,23948,25
278,10/06/2019,Computer,31,758,29
279,14/02/2024,Salad,28,10922,85
280,14/01/2022,Towels,1,27518,66
281,09/03/2022,Mouse,1,36115,34
282,17/09/2022,Hat,100,11421,87
283,04/05/2024,Soap,71,43865,19
284,31/01/2020,Tuna,28,17290,64
285,04/07/2022,Salad,48,1160,73
286,31/08/2024,Shirt,83,4167,88
287,19/10/2019,Gloves,12,49629,27
288,29/05/2022,Cheese,13,22960,77
289,12/04/2021,Computer,52,3902,29
290,05/04/2021,Towels,63,7286,94
291,26/08/2020,Fish,64,47452,63
292,28/02/2018,Bacon,56,39972,18
293,02/11/2018,Salad,98,6461,06
294,22/07/2021,Chips,91,7330,57
295,09/10/2018,Shirt,80,21075,92
296,18/01/2021,Table,85,13033,85
297,12/11/2023,Towels,65,35824,61
298,08/09/2024,Pants,71,49314,17
299,08/09/2019,Hat,67,33944,14
300,25/04/2023,Bacon,68,25042,38
301,18/03/2021,Ball,75,47488,72
302,24/07/2020,Tuna,24,18504,68
303,10/10/2024,Soap,45,35148,06
304,20/09/2021,Keyboard,27,22094,08
305,05/06/2024,Shirt,4,32837,11
306,12/01/2020,Cheese,95,32518,81
307,13/02/2021,Ball,100,36093,94
308,31/03/2020,Ball,91,35654,48
309,12/01/2020,Table,32,24435,64
310,17/12/2023,Cheese,13,4848,71
311,04/05/2020,Pants,13,42784,74
312,18/01/2020,Towels,79,441,85
313,09/06/2020,Soap,32,15125,81
314,07/03/2018,Keyboard,13,43809,06
315,11/09/2018,Shoes,27,16876,72
316,02/08/2023,Gloves,79,10781,91
317,20/09/2020,Mouse,2,33479,45
318,11/03/2022,Bacon,39,44264,41
319,21/09/2021,Hat,49,42673,66
320,11/12/2019,Ball,14,16540,85
321,28/03/2020,Towels,86,4802,98
322,01/10/2020,Bacon,56,32441,70
323,06/11/2020,Pants,84,33476,25
324,10/08/2018,Computer,91,12913,84
325,29/04/2021,Towels,27,42778,33
326,22/10/2024,Computer,19,4709,39
327,05/01/2020,Chicken,5,14260,39
328,02/01/2022,Gloves,70,32271,10
329,23/11/2022,Mouse,28,35551,43
330,21/05/2024,Pizza,61,6812,60
331,04/04/2018,Chicken,53,27115,39
332,15/06/2022,Fish,59,19432,03
333,31/05/2018,Shirt,90,7685,70
334,06/05/2020,Chair,94,24807,87
335,03/02/2018,Soap,83,11873,24
336,04/12/2022,Pants,59,5105,72
337,05/10/2020,Pants,56,19171,52
338,18/08/2021,Table,89,48752,33
339,14/01/2024,Gloves,95,11645,45
340,14/02/2022,Bacon,26,49931,26
341,15/06/2019,Tuna,40,857,40
342,29/10/2018,Pizza,12,22522,84
343,11/01/2018,Computer,63,31212,11
344,21/10/2023,Bacon,94,29902,57
345,10/04/2021,Tuna,41,13329,34
346,28/11/2019,Chicken,11,24459,54
347,17/02/2023,Cheese,100,33438,11
348,09/05/2024,Computer,99,13046,57
349,17/10/2022,Soap,34,46562,50
350,08/05/2018,Gloves,40,20044,24
351,10/10/2022,Sausages,37,16894,40
352,10/07/2024,Chips,37,46140,79
353,19/06/2020,Chicken,93,29019,95
354,04/06/2018,Chair,56,31390,18
355,18/02/2021,Bacon,40,32418,93
356,04/01/2018,Pizza,64,301,16
357,23/02/2019,Computer,94,2574,36
358,13/10/2018,Fish,65,19905,01
359,19/02/2022,Cheese,71,741,71
360,27/11/2018,Towels,80,10174,77
361,23/07/2019,Ball,12,21165,84
362,27/07/2018,Chair,46,7749,62
363,11/11/2021,Sausages,63,43966,19
364,13/12/2021,Tuna,42,8702,79
365,21/01/2022,Hat,25,46937,75
366,05/09/2018,Fish,94,14931,68
367,23/07/2022,Sausages,56,16270,60
368,10/01/2024,Pants,77,19406,87
369,14/10/2022,Car,73,2455,80
370,09/02/2022,Pants,35,34207,99
371,31/03/2024,Salad,21,9417,33
372,04/09/2018,Mouse,21,49848,83
373,12/05/2023,Pants,7,44562,05
374,30/12/2018,Chips,29,37193,55
375,11/01/2022,Cheese,99,15338,41
376,21/02/2023,Keyboard,31,44854,52
377,15/04/2020,Towels,100,42129,58
378,08/08/2023,Pizza,90,6715,93
379,04/02/2022,Bike,88,7839,29
380,23/04/2024,Car,92,39776,75
381,24/02/2022,Pants,17,5032,63
382,23/04/2019,Sausages,26,9181,07
383,14/12/2024,Ball,8,1059,61
384,30/04/2022,Keyboard,12,17688,63
385,05/11/2024,Cheese,12,40420,11
386,07/04/2023,Pizza,13,47968,25
387,08/09/2019,Shoes,98,11458,33
388,09/06/2019,Mouse,30,21446,78
389,31/05/2024,Pants,100,11933,20
390,16/04/2022,Bike,13,20945,13
391,12/07/2021,Cheese,12,22017,61
392,05/06/2021,Chicken,84,4283,16
393,29/03/2020,Towels,35,15990,60
394,25/08/2024,Computer,50,24202,99
395,13/03/2022,Pizza,76,10446,54
396,21/02/2021,Towels,97,1856,92
397,27/02/2019,Shoes,15,10410,14
398,25/11/2020,Sausages,80,16758,85
399,17/03/2018,Pants,25,25915,36
400,24/10/2021,Bike,4,34523,26
401,25/11/2021,Keyboard,38,14328,86
402,21/03/2022,Soap,8,18238,42
403,19/06/2020,Sausages,47,9571,11
404,06/11/2022,Keyboard,57,30212,32
405,22/10/2019,Shirt,38,23644,02
406,12/01/2020,Bike,17,38727,62
407,07/09/2019,Pants,96,28095,69
408,08/05/2023,Bacon,28,26143,26
409,09/01/2021,Car,95,10621,14
410,12/02/2021,Gloves,53,11777,58
411,16/07/2019,Keyboard,56,23206,69
412,16/05/2023,Sausages,85,26084,52
413,22/12/2019,Mouse,24,11936,22
414,16/12/2018,Chicken,59,39648,63
415,25/12/2024,Shoes,27,41227,88
416,22/08/2024,Cheese,11,13956,79
417,03/03/2022,Fish,64,18683,15
418,28/06/2024,Pants,83,48141,39
419,27/01/2021,Shoes,25,25710,27
420,23/09/2023,Chips,44,6319,94
421,09/12/2018,Shoes,36,37508,56
422,13/04/2022,Shirt,11,12115,26
423,29/09/2022,Computer,17,42691,71
424,22/12/2022,Bike,91,37547,77
425,10/08/2018,Cheese,33,242,08
426,27/12/2024,Cheese,60,8330,56
427,07/06/2020,Shirt,86,16081,35
428,14/02/2020,Gloves,79,34828,97
429,17/04/2021,Soap,19,31909,24
430,07/06/2023,Fish,53,39502,45
431,23/05/2024,Gloves,88,42667,36
432,27/06/2024,Ball,88,39267,79
433,27/08/2021,Chips,75,5175,41
434,25/04/2024,Car,19,45244,10
435,29/08/2024,Pizza,79,22326,10
436,14/11/2021,Pants,97,3961,59
437,24/05/2020,Cheese,79,529,37
438,29/05/2023,Chair,76,45557,46
439,03/03/2021,Chicken,77,2659,22
440,21/04/2019,Shirt,32,36975,96
441,28/10/2019,Table,59,11971,34
442,18/01/2018,Fish,45,3026,55
443,03/02/2023,Bacon,28,41001,38
444,29/06/2023,Ball,27,32188,37
445,03/05/2019,Shoes,5,42366,36
446,30/07/2020,Ball,70,34566,50
447,16/07/2023,Shirt,67,32330,62
448,12/10/2024,Bacon,60,38817,19
449,19/09/2024,Bacon,72,22770,21
450,20/09/2023,Salad,32,25843,09
451,12/03/2022,Keyboard,41,5779,67
452,05/02/2019,Fish,61,47098,96
453,30/09/2019,Tuna,17,41185,27
454,18/03/2023,Chips,58,37311,58
455,28/12/2019,Chips,13,21614,11
456,25/03/2024,Bike,22,28728,29
457,29/06/2023,Chicken,67,25693,68
458,24/03/2019,Chips,90,37614,55
459,13/04/2020,Chips,29,12908,59
460,03/02/2018,Pizza,5,12544,22
461,09/06/2024,Fish,39,285,91
462,15/11/2019,Ball,19,33951,51
463,13/09/2022,Salad,90,10985,66
464,26/09/2022,Shirt,36,25478,51
465,11/07/2023,Towels,5,45737,88
466,16/03/2019,Pants,81,30997,89
467,22/11/2018,Table,92,49896,27
468,12/05/2023,Towels,2,6211,46
469,12/07/2021,Hat,63,1269,29
470,17/10/2023,Shirt,64,40175,24
471,23/12/2022,Chair,29,18353,15
472,02/08/2020,Chair,61,8141,77
473,05/06/2022,Salad,3,18437,00
474,04/12/2018,Fish,18,33152,87
475,13/08/2020,Chips,2,20452,40
476,25/12/2018,Hat,78,29670,82
477,14/02/2023,Hat,41,48716,32
478,19/04/2018,Pizza,3,7550,63
479,15/01/2019,Mouse,37,30581,35
480,15/10/2019,Chair,60,43048,93
481,13/03/2019,Car,6,17300,80
482,28/06/2024,Car,78,47308,70
483,27/10/2023,Chair,47,25189,05
484,01/03/2022,Hat,24,45391,84
485,08/08/2021,Fish,23,48099,71
486,16/02/2022,Soap,54,30231,51
487,26/03/2020,Tuna,94,23964,89
488,01/10/2023,Salad,18,32417,95
489,21/03/2018,Cheese,24,14238,18
490,12/08/2020,Car,41,9262,49
491,15/01/2024,Towels,34,36216,52
492,18/12/2020,Table,97,18740,56
493,13/05/2024,Bacon,89,36883,99
494,04/06/2023,Shirt,73,1749,31
495,31/08/2018,Cheese,7,12858,98
496,24/12/2020,Keyboard,8,40007,07
497,16/07/2023,Mouse,87,40855,05
498,02/03/2021,Computer,48,25605,59
499,30/09/2021,Sausages,96,17437,14
500,15/04/2022,Fish,36,26672,53
501,09/09/2018,Car,89,25028,38
502,13/11/2021,Ball,21,10784,71
503,26/05/2022,Shirt,68,46842,46
504,02/05/2019,Ball,46,21679,24
505,09/08/2018,Gloves,55,44313,88
506,12/06/2021,Hat,86,46896,52
507,21/11/2020,Sausages,79,29138,86
508,16/10/2018,Ball,83,18040,84
509,16/07/2021,Table,3,496,23
510,30/01/2021,Cheese,78,43496,51
511,07/09/2024,Bike,13,31391,29
512,29/06/2023,Pants,34,33101,10
513,02/01/2018,Car,5,5416,62
514,13/09/2024,Chicken,12,34117,59
515,14/01/2018,Salad,13,32950,55
516,01/09/2021,Cheese,35,31806,22
517,21/02/2023,Chair,33,11449,14
518,07/01/2024,Computer,20,13429,71
519,19/07/2019,Mouse,64,2178,05
520,09/11/2023,Soap,68,43436,72
521,15/08/2024,Chicken,10,9988,74
522,28/03/2021,Chips,21,11385,27
523,22/09/2019,Cheese,7,46336,18
524,12/12/2020,Gloves,14,40244,16
525,02/05/2020,Chips,20,48127,82
526,23/03/2024,Soap,100,7143,28
527,11/06/2023,Shoes,8,16775,99
528,27/03/2021,Tuna,57,8356,69
529,02/04/2019,Pants,27,38539,28
530,01/11/2022,Cheese,2,39922,11
531,24/05/2023,Pizza,11,7449,08
532,23/12/2022,Chair,20,18429,14
533,07/01/2024,Shoes,81,43406,24
534,25/01/2018,Chair,32,44334,19
535,26/08/2018,Chair,37,9446,42
536,04/11/2024,Chicken,47,4566,33
537,12/09/2021,Salad,79,28510,62
538,20/03/2019,Cheese,48,41069,32
539,04/10/2024,Mouse,82,41950,49
540,14/07/2024,Hat,97,7536,44
541,15/07/2024,Gloves,77,20691,75
542,13/02/2023,Shoes,59,35711,75
543,27/09/2020,Hat,33,36435,48
544,08/01/2021,Chair,48,23887,36
545,16/11/2021,Bike,59,47358,11
546,03/02/2024,Salad,26,750,96
547,26/08/2019,Gloves,76,35981,83
548,30/08/2023,Car,2,36740,74
549,14/02/2023,Salad,75,29657,69
550,11/09/2021,Tuna,97,37048,88
551,21/04/2022,Cheese,28,16607,04
552,16/06/2022,Bike,78,596,49
553,02/09/2021,Mouse,43,40514,20
554,21/10/2020,Hat,76,13244,78
555,29/01/2021,Sausages,36,3853,60
556,04/01/2022,Tuna,45,22916,37
557,14/03/2019,Tuna,46,904,89
558,02/11/2023,Car,97,20804,89
559,02/08/2023,Gloves,15,20392,18
560,19/08/2023,Shirt,28,4047,07
561,01/05/2018,Chicken,38,8166,49
562,04/04/2023,Salad,47,49400,88
563,08/02/2022,Shoes,26,34222,21
564,21/03/2018,Fish,31,36989,76
565,20/01/2020,Ball,18,12570,85
566,21/03/2022,Fish,22,18392,90
567,19/07/2020,Fish,91,26010,40
568,23/07/2024,Shirt,83,41358,78
569,08/04/2018,Pizza,86,17438,07
570,06/04/2022,Computer,98,7301,43
571,28/03/2024,Cheese,78,44256,82
572,31/01/2021,Fish,76,6308,24
573,18/07/2021,Cheese,47,25742,36
574,15/02/2021,Keyboard,35,11016,73
575,13/06/2023,Pants,4,35492,82
576,13/03/2021,Hat,14,24471,53
577,09/09/2024,Tuna,22,20650,44
578,07/04/2021,Gloves,43,45647,29
579,01/04/2019,Sausages,67,12634,26
580,13/02/2021,Gloves,75,12341,46
581,23/04/2019,Tuna,41,13749,31
582,03/01/2018,Pants,21,451,54
583,17/12/2020,Table,95,36347,43
584,09/03/2020,Computer,78,34994,32
585,29/10/2022,Table,91,16182,95
586,29/01/2022,Shoes,35,5878,52
587,13/04/2023,Pants,51,45029,04
588,13/07/2023,Hat,39,32750,79
589,03/10/2018,Shoes,47,367,33
590,13/01/2023,Car,5,42292,46
591,03/08/2024,Car,92,5553,22
592,22/04/2019,Bacon,97,12436,99
593,26/04/2020,Chips,25,17450,26
594,11/05/2020,Pants,57,29430,45
595,25/04/2024,Pizza,80,16859,56
596,26/08/2018,Fish,100,7783,59
597,11/09/2018,Cheese,55,29861,28
598,28/05/2022,Fish,22,14158,70
599,04/01/2019,Chips,59,27372,86
600,19/05/2024,Mouse,25,41142,77
601,20/12/2024,Car,22,5340,89
602,27/07/2019,Pizza,39,9643,38
603,05/12/2018,Pants,31,16344,01
604,11/09/2019,Shoes,44,16572,95
605,22/08/2022,Table,47,1174,67
606,09/09/2018,Computer,4,32211,32
607,25/04/2018,Fish,11,28670,40
608,20/04/2019,Shoes,89,27595,32
609,06/09/2021,Ball,74,25749,17
610,03/08/2023,Cheese,68,32945,68
611,15/09/2019,Computer,20,36060,80
612,04/05/2022,Computer,41,37208,78
613,05/12/2019,Bacon,74,6258,01
614,04/03/2021,Hat,89,38904,56
615,26/11/2018,Keyboard,68,20556,30
616,10/07/2019,Shoes,87,24391,58
617,09/04/2018,Table,19,40537,20
618,16/09/2021,Keyboard,23,41596,77
619,13/05/2021,Chicken,70,21690,28
620,19/12/2020,Computer,78,16075,65
621,08/07/2023,Table,88,4356,47
622,16/06/2024,Computer,13,42060,57
623,30/07/2019,Chair,63,29765,14
624,12/11/2020,Chair,7,37195,87
625,06/01/2019,Chips,72,42901,97
626,13/05/2019,Car,41,30627,25
627,08/04/2019,Chicken,34,36447,40
628,27/06/2021,Pizza,15,3564,19
629,18/08/2024,Tuna,19,14919,51
630,02/12/2019,Gloves,95,37556,22
631,19/07/2020,Chair,24,6457,35
632,30/09/2019,Bacon,53,29758,95
633,20/07/2021,Chips,39,40598,68
634,11/09/2020,Bacon,53,13216,00
635,23/07/2023,Pants,61,25475,44
636,21/11/2021,Soap,65,18719,21
637,06/06/2020,Pizza,95,1255,33
638,21/04/2022,Chair,5,20051,44
639,01/08/2024,Tuna,92,15428,58
640,31/01/2021,Chips,88,18863,72
641,19/04/2023,Tuna,65,3362,81
642,09/06/2020,Pizza,21,23183,46
643,29/10/2019,Hat,31,18201,39
644,10/01/2023,Pants,46,39275,89
645,26/01/2018,Pants,8,43079,57
646,26/05/2021,Sausages,43,43721,51
647,09/08/2018,Table,79,34218,95
648,28/05/2023,Towels,91,11340,65
649,23/03/2024,Cheese,30,30712,88
650,31/07/2019,Mouse,9,5594,49
651,25/04/2018,Bacon,87,43710,28
652,27/01/2021,Mouse,22,15290,93
653,19/12/2021,Ball,42,14531,33
654,28/10/2022,Keyboard,58,5310,00
655,10/06/2018,Pizza,61,48153,41
656,19/11/2021,Gloves,10,34522,61
657,25/11/2022,Mouse,72,31903,93
658,09/04/2021,Pizza,29,28825,23
659,07/06/2024,Gloves,26,6423,09
660,25/11/2024,Fish,94,15349,55
661,16/05/2020,Table,74,5466,38
662,15/11/2024,Fish,61,17439,60
663,06/04/2018,Gloves,12,46367,05
664,21/09/2021,Soap,71,25735,71
665,19/11/2018,Pants,87,3785,54
666,08/02/2020,Chips,100,43050,49
667,25/05/2023,Fish,3,10492,09
668,16/10/2024,Pizza,13,27312,63
669,09/02/2021,Hat,99,26269,38
670,20/06/2020,Bacon,56,46431,67
671,25/09/2023,Soap,8,29057,56
672,09/10/2023,Chips,49,11683,39
673,05/03/2024,Mouse,39,41341,32
674,27/06/2018,Bacon,24,23097,01
675,24/07/2023,Car,95,29474,97
676,24/12/2021,Chicken,24,15092,39
677,03/10/2024,Sausages,9,32201,05
678,24/05/2022,Fish,31,36487,67
679,24/11/2019,Pants,44,38935,64
680,01/09/2023,Hat,52,49753,23
681,15/04/2022,Gloves,48,26615,37
682,26/05/2018,Chair,1,42797,49
683,16/11/2019,Bike,16,19582,96
684,26/05/2020,Chair,97,25199,37
685,03/10/2022,Salad,12,17027,22
